TweetsCleaned,Category,Support
check huge different felix potvin card lot leaf islander ebay via ebay israel gaza hamas asiangames steve cohen klaus schwab tel aviv nebraska palestinian kansa state otev lido smackdown isle hockey nhl mlb nfl nba,Neutral,1
israel palestinian trapped gaza would different nazi used air force bomb jew trapped auschwitz,Negative,1
next go gaza see israeli done surely forget seen watched back israel,Neutral,1
stand palestine,Neutral,1
ever noticed people demanding ceasefires conflict never seem blame side started war blaming ukraine invaded russia israel subjected horrific terrorist attack wrong side history,Negative,0
free palestine sheep meet shepherd name muhammad sawalha abu obadah leader hamas west bank dramatic escape israel uk back member hamas politburo hamas finance minister year president british muslim initiative bmi mastermind free palestine movement resides london,Positive,1
israel killed two journalist morning logic war made deal go effect yet continue illegally target journalist disgusting,Negative,1
also releasing terrorist also stopping war momentum israel hasnt completed military objective yet arab drag long possible torturing family demoralize even,Negative,-1
stand deep solidarity dear sister salute courage compassion susan sarandon dropped talent agency uta vocal ongoing genocide happening palestine pro palestinian rally,Positive,-1
sometimes notp annoyedtp mind ship people got irritating,Neutral,1
today ceasefire supposed go effect israel letting go killing civilian family eradicated entire family registry entire neighborhood one go sickening regime,Negative,1
recap israel palestine gmt november hospital north gaza totally service least patient trapped indonesian hospital israeli force able get treatment siege continues israeli bombing southern lebanon killed civilian journalist former israeli prime minister ehud barak said israel helped build bunker al shifa hospital negotiation free captive taken hamas closest point say qatar foreign ministry spokesperson doctor killed israeli bombing targeted al awda hospital north gaza israeli bombing targeting displaced people south gaza forcing leave strip say egypt foreign ministry netanyahu say progress made release hostage held hamas gaza scotland first minister call ceasefire recognition state palestine mohammed bin salman called country stop exporting arm israel,Negative,-1
praying brother sister palestine ya allah please protect people give peace healing ameen,Positive,-1
